qid	cid	question_category	question_subject	question	comment	comment_gold
Q2009	Q2009_C4	Advice and Help	matrash	how can i get the pin for matrash for the application in iphone or galaxy s3	The spelling is M E T R A S H .	Bad
Q2018	Q2018_C1	Qatari Culture	one thing you want to change in Qatar..	if you were asked about that one thing that you want to change in the society you are living, what will you say? I know we are all from different countries, but are tied by a single thread 'residents of Qatar'. And one go to make a point, legitimate one, whe you see something wrong. So, what is that one thing you want to change in Qatar?	". . .male can wear colored nails, . . .that's all...... . <a href=""http://s283.photobucket.com/albums/kk284/dohamallrat/?action=view&current=thd35fb9b01.gif"" target=""_blank""><img src=""http://i283.photobucket.com/albums/kk284/dohamallrat/thd35fb9b01.gif"" border=""0"" alt=""Photobucket""></"	Good
Q2022	Q2022_C1	Family Life in Qatar	Is Ultrasound Sonography is harmful for the baby?	My wife is 38 weeks pregnent and has been going to hamad Hospital since last 3 months.In hamad hospital doctors recommend an ultrasound after every 2 weeks.Can any one tell me that is it harmful for the baby? In India generally doctors do not prefer this much frequent ultrasound checkups.Please suggest and share your experience.	as far as i know ultrasounds are not harmful as they use sound waves to see the baby and not radiation. my wife had one with almost every visit (we were in doha) but not every two weeks. but at least every month, some months more because we went to get second opinions.	Good
Q2022	Q2022_C3	Family Life in Qatar	Is Ultrasound Sonography is harmful for the baby?	My wife is 38 weeks pregnent and has been going to hamad Hospital since last 3 months.In hamad hospital doctors recommend an ultrasound after every 2 weeks.Can any one tell me that is it harmful for the baby? In India generally doctors do not prefer this much frequent ultrasound checkups.Please suggest and share your experience.	no,at diagnostic level that too at later period of pregnancy it is safe.It is better to follow Hamad Hosp suggestion	Good
Q2022	Q2022_C4	Family Life in Qatar	Is Ultrasound Sonography is harmful for the baby?	My wife is 38 weeks pregnent and has been going to hamad Hospital since last 3 months.In hamad hospital doctors recommend an ultrasound after every 2 weeks.Can any one tell me that is it harmful for the baby? In India generally doctors do not prefer this much frequent ultrasound checkups.Please suggest and share your experience.	There is no harm in doing frequent Ultra sound test	Good
Q2022	Q2022_C7	Family Life in Qatar	Is Ultrasound Sonography is harmful for the baby?	My wife is 38 weeks pregnent and has been going to hamad Hospital since last 3 months.In hamad hospital doctors recommend an ultrasound after every 2 weeks.Can any one tell me that is it harmful for the baby? In India generally doctors do not prefer this much frequent ultrasound checkups.Please suggest and share your experience.	The less frequent the better. I had ultrasound every 2 weeks in my 1st trimester when i was expecting my youngest son. It is not recommended but I had a complicated pregnancy that was why. My son now 3,5 years old, healthy and happy .. Thank God. eventhough I had the same worries you had. So, have a wonderfull parenthood.	Good
Q2022	Q2022_C8	Family Life in Qatar	Is Ultrasound Sonography is harmful for the baby?	My wife is 38 weeks pregnent and has been going to hamad Hospital since last 3 months.In hamad hospital doctors recommend an ultrasound after every 2 weeks.Can any one tell me that is it harmful for the baby? In India generally doctors do not prefer this much frequent ultrasound checkups.Please suggest and share your experience.	I had ultrasound done every month when I was pregnant(that was during the time when I went to private clinic)then I switched to Hamad Hospital and I had three more in the last trimester of pregnancy.No complications just to make sure everything was ok with my baby.	Good
Q2022	Q2022_C9	Family Life in Qatar	Is Ultrasound Sonography is harmful for the baby?	My wife is 38 weeks pregnent and has been going to hamad Hospital since last 3 months.In hamad hospital doctors recommend an ultrasound after every 2 weeks.Can any one tell me that is it harmful for the baby? In India generally doctors do not prefer this much frequent ultrasound checkups.Please suggest and share your experience.	At the begining stage of preganancy you have to go for ultrasound each and every (03) months, to make sure your baby is healthy and safe, if any complecation occured found by the Doctor, they recommend for Frequent Ultrasound which is necessary..... - Naeem -	Good
Q2023	Q2023_C1	Sightseeing and Tourist attractions	doha summer fun park	Hi Guys, does anyone know the location of doha summer fun park please. thanks. Nishant	near intercon hotel dafna	Good
Q2023	Q2023_C4	Sightseeing and Tourist attractions	doha summer fun park	Hi Guys, does anyone know the location of doha summer fun park please. thanks. Nishant	it will be there till the end of Ramadan,just read yesterdays paper	Good
Q2023	Q2023_C6	Sightseeing and Tourist attractions	doha summer fun park	Hi Guys, does anyone know the location of doha summer fun park please. thanks. Nishant	jack, you have an eye for hookers..:)	Bad
Q2023	Q2023_C10	Sightseeing and Tourist attractions	doha summer fun park	Hi Guys, does anyone know the location of doha summer fun park please. thanks. Nishant	There is a very horny camel in my neighbourhood. I need a hooker for the poor camel. One night only.	Bad
Q2031	Q2031_C1	Life in Qatar	ASPIRE Fitness	Hi, can anyone tell me how much is the registration/membership fee in ASPIRE? Do they offer ballgames for women such as Volley Ball? pls.... I need to lose weight.. :(	Hi Rambee, musta. Want some Fitness, if you dont mind try to go for any subtitute sports, becoz i'm get into badminton. hope you dont mind.	Bad
Q2031	Q2031_C2	Life in Qatar	ASPIRE Fitness	Hi, can anyone tell me how much is the registration/membership fee in ASPIRE? Do they offer ballgames for women such as Volley Ball? pls.... I need to lose weight.. :(	Hey, it's 200 riyal per month... that's the info i got so far	Good
Q2031	Q2031_C3	Life in Qatar	ASPIRE Fitness	Hi, can anyone tell me how much is the registration/membership fee in ASPIRE? Do they offer ballgames for women such as Volley Ball? pls.... I need to lose weight.. :(	swimming is perfect to reduce weight and keeping body in a good shape. Aspire swimming pool registration fees Q.R.360 per month, or Q.R.35 per visit & they have separate pool for women	Good
Q2031	Q2031_C6	Life in Qatar	ASPIRE Fitness	Hi, can anyone tell me how much is the registration/membership fee in ASPIRE? Do they offer ballgames for women such as Volley Ball? pls.... I need to lose weight.. :(	DohaDawn, thank you.. That really helped... :)	Bad
Q2031	Q2031_C7	Life in Qatar	ASPIRE Fitness	Hi, can anyone tell me how much is the registration/membership fee in ASPIRE? Do they offer ballgames for women such as Volley Ball? pls.... I need to lose weight.. :(	Skateboard? that's a thing for men right? How long have you been skateboarding? hehehe Anu deck mo?	Bad
Q2031	Q2031_C8	Life in Qatar	ASPIRE Fitness	Hi, can anyone tell me how much is the registration/membership fee in ASPIRE? Do they offer ballgames for women such as Volley Ball? pls.... I need to lose weight.. :(	200QR is for a scheduled that is set by aspire which includes a few activities..but Volley Ball is not one of them. You need to pay a bit extra to access the gym as well. Rambee, this link will help: http://aspire.qa/ASPIREACTIVE/SchedulesTimetables/Pages/SchedulesTimetables.aspx	Good
Q2037	Q2037_C3	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	I can fight like a man and cry like a little boy. It always depends what for.	Good
Q2037	Q2037_C4	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	coz of human emotions Thank you and Best wishes	Bad
Q2037	Q2037_C5	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Rizks go to gulf gate aand tell them to make your head look like sharuk Khan's..lol <a href=""http://s434.photobucket.com/albums/qq67/formattedsoul/?action=view&current=0003.gif"" target=""_blank""><img src=""http://i434.photobucket.com/albums/qq67/formattedsoul/0003.gif"" border=""0"" alt=""Photobucket""></a>"	Bad
Q2037	Q2037_C6	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	lol asif	Bad
Q2037	Q2037_C8	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Its true that animals dont cry, they only make cry :| <img src=""http://3.bp.blogspot.com/_PP0eiWZjmgs/SYd-2AjBhDI/AAAAAAAAAJY/Tg8kV_ylMVs/s400/animal.jpg"">"	Bad
Q2037	Q2037_C9	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	lolz yousri bro..too much crying is bad for eyes	Bad
Q2037	Q2037_C12	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	Its healthy to cry to ease the pain.	Good
Q2037	Q2037_C14	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"I cry when i dont find anything to eat. So in both cases, i will go healthy ;) ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Bad
Q2037	Q2037_C16	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	Learning languages what do you understand or what do you mean by crying 17 times? Why did you choose the number 17?	Bad
Q2037	Q2037_C18	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	i said we also have heart n we have feeling in it too	Good
Q2037	Q2037_C19	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Jani_qa is lying now. Astrogirl, he said in urdu ""i love you, cant live without you, be my valentine ya habibi"" ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Bad
Q2037	Q2037_C20	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	hey YOUSRI dont pull my leg now dont lie with others	Bad
Q2037	Q2037_C21	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Jani_qa, what? did i said anything wrong? :P ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Bad
Q2037	Q2037_C23	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"BR, but good for tissue making companies '_' ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Bad
Q2037	Q2037_C24	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	of course yes	Good
Q2037	Q2037_C25	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	yes bro..we dont cry to use tissues..:)	Bad
Q2037	Q2037_C26	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	<b> we all cry and crying is not a sign of weakness but emotion even we cry when we ask the lord (allah) for forgiveness for our sins <b>	Good
Q2037	Q2037_C27	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	what are the usual reasons why guys cry? is it love or frustrations?? temper is something u cant get rid of... by loosing it...	Bad
Q2037	Q2037_C28	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Hussein you are right. So if they can cry, why not us?.. It feels so good after wasting some tears. ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Good
Q2037	Q2037_C30	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	A man should never cry like a woman,rather he should tackle his problems bravely,it's not a manly thing,this crying,but untill unless he loses a loved one,then he would shed a few tears,and carry on.	Good
Q2037	Q2037_C31	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	i dont think so...i disagree with that because no one on earth cries without any reason unless insane lol. Thank you and Best wishes **Dont get discourage when things go beyond your imagination because the greatest glory in life is not falling but rising everytime you fall. Life is what you make it**	Good
Q2037	Q2037_C32	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	nothing wrong with men crying..and when they do & u happen to see them, it is always true... ;) temper is something u cant get rid of... by loosing it...	Good
Q2037	Q2037_C33	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	it is not okay to cry even for babies unless they hurt!!!!!!!!!!!!!. but for you it is okay cause you need it bad lol!	Good
Q2037	Q2037_C34	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	i don't see any reason why not.... You won't fully enjoy a swing unless you raise your feet from the ground......	Good
Q2037	Q2037_C35	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	sure go ahead... ...listen to the sound of silence....	Good
Q2037	Q2037_C36	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	its ok..if they r hurt they can cry..	Good
Q2037	Q2037_C37	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"everyone cries no matter what. ""human emotions'. 'coz others perception is that when a man cries that means weak, which i disagree. its no longer an issue i knw but still exists. Thank you and Best wishes **Dont get discourage when things go beyond your imagination because the greatest glory in life is not falling but rising everytime you fall. Life is what you make it**"	Good
Q2037	Q2037_C38	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	Personally, i don't like if a GUY cries..After all they considered to be a stone hearted person...	Good
Q2037	Q2037_C39	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	u are not made without tears why not?	Good
Q2037	Q2037_C40	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Soniya, i think women are more stronger then men. Anyways, its very ok to cry.. ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Good
Q2037	Q2037_C41	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	hmm i didnot get.. anyway u r planning to kill my cute bro? u cant do that	Bad
Q2037	Q2037_C42	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	hello mr jani_qa ... which omer ur talking about? _______________________ '' Live for Nothing or Die for Something '' _______________________	Bad
Q2037	Q2037_C43	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"Not really blueRose, but i am trying to be a cadiologist somehow. ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Bad
Q2037	Q2037_C44	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"oh blue so he is ur cute bro lets me think hmmmmm mayb i leave him....lolz <img src=""http://www.swapmeetdave.com/Humor/Cats/CatLaugh.jpg""> N omer waheed u r not that one its mine n yousri frndz he knows that"	Bad
Q2037	Q2037_C45	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"I dont know any Omer except Omer Waheed. May be he was talking about you Omer :P ""Think 100 times before you take a decision, But once that decision is taken, stand by it as one man"" - Muhammad Ali Jinnah"	Bad
Q2037	Q2037_C46	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	lolz..i think non of u know each other :P	Bad
Q2037	Q2037_C47	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	no yousri he is not talking about me.. infact i even dont know him .. huh _______________________ '' Live for Nothing or Die for Something '' _______________________	Bad
Q2037	Q2037_C48	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	oye i am talking about omer chaudary	Bad
Q2037	Q2037_C50	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	"<img src=""http://lovebytes.freedomblogging.com/files/2009/09/broken-heart.jpg"">"	Bad
Q2037	Q2037_C52	Qatar Living Lounge	Is It OK For Guys To Cry?	i just want to know your opinion	jani_qa dont mind .. yousri bro was just joking..:)	Bad
Q2038	Q2038_C2	Qatar Living Lounge	Updating Galaxy S2 with ICS	Hi, Anybody knows when Qtel will roll out the update for Ice cream Sandwich on Galaxy S2	I do not think that you need it from QTel at all, i have Symbian device , and when i update i did not even need the Sm card , only the internet is required. So it is matter os Samasung releasing the update for the mid east	Good
Q2038	Q2038_C3	Qatar Living Lounge	Updating Galaxy S2 with ICS	Hi, Anybody knows when Qtel will roll out the update for Ice cream Sandwich on Galaxy S2	Qtel has got nothing to do with it. Samsung does this.	Good
Q2038	Q2038_C4	Qatar Living Lounge	Updating Galaxy S2 with ICS	Hi, Anybody knows when Qtel will roll out the update for Ice cream Sandwich on Galaxy S2	i have updated my s2 with ics 4.0.3 officially ! i got the download file from the hungary website of samsung , anyway it sucks ! there are lots of lags and it doesn't even look like the ics in Galaxy nexus. It just looks like a Gingerbread version of samsung stock with a few extra add ons like the face unlock,data usage control and blah ! i recommend you to install pure ics or resurrection remix ics v.9.4 if you want the most stable ics rom for s2 ;)	Good
Q2038	Q2038_C6	Qatar Living Lounge	Updating Galaxy S2 with ICS	Hi, Anybody knows when Qtel will roll out the update for Ice cream Sandwich on Galaxy S2	Hi, I got the update on last Thursday via KIES. It has got the face unlock and other ICS features but the standby screen doesn't look like the ICS on Nexus etc.. I think it is way better than GB: Now the phone is more stable, less battery drain etc.. Please post your experience.	Good
Q2039	Q2039_C1	Health and Fitness	Which (nice) hotels in Doha have outside pools and are open to non-residents at the weekend?	I don't have enough free time to warrant buying an expensive yearly membership, but on my day off I would like to relax by a pool.	Holiday Villa Hotel	Good
Q2050	Q2050_C1	Advice and Help	any idea of car rates??	Hi any idea, how much a brand new 1st end car will cost me and if i am taking a loan, how much i have to pay per month to the bank? m planning 2 buy either Honda CRV or Nissan Murano.	Oh my, didn't think of that. Surely 2 hours is way too much time to spend on buying a car.	Bad
Q2050	Q2050_C2	Advice and Help	any idea of car rates??	Hi any idea, how much a brand new 1st end car will cost me and if i am taking a loan, how much i have to pay per month to the bank? m planning 2 buy either Honda CRV or Nissan Murano.	you have to pay atleast 10,000qr more if you buy car over loan. the loan also depends on you salary. the bank will cut min. 1500qr per month and that also depends on how many years you want to pay loan, 3/5. better contact with any showroom person.	Good
Q2050	Q2050_C6	Advice and Help	any idea of car rates??	Hi any idea, how much a brand new 1st end car will cost me and if i am taking a loan, how much i have to pay per month to the bank? m planning 2 buy either Honda CRV or Nissan Murano.	No, you can change jobs within qatar, your new company will provide a letter so you can keep the loan at repayment agreed originally. I am leaving Qatar soon and am going to transfer the bank loan I have for my car to the next buyer as long as they are eligable for the loan. You can do this no problem. I have a Toureg V8 if you are interested :)	Good
Q2061	Q2061_C1	Funnies	Best assets	What do you think a woman or mans best assets are? and what are the best qualities of a partner in a relationship?	"I have a PHD... lol!!! <a href=""http://www.myhotcomments.com/""><img src=""http://lc.fdots.com/cc/lc/2e/2ed9c2cd5daf0a03c79c7e020c023fa7.gif"" border=""0"" alt=""MyHotComments.com""></a><br><a href=""http://www.myhotcomments.com/graphics/2905""></a> <br clear=""left"">"	Bad
Q2061	Q2061_C2	Funnies	Best assets	What do you think a woman or mans best assets are? and what are the best qualities of a partner in a relationship?	"I have a PHD... lol!!! <a href=""http://www.myhotcomments.com/""><img src=""http://lc.fdots.com/cc/lc/2e/2ed9c2cd5daf0a03c79c7e020c023fa7.gif"" border=""0"" alt=""MyHotComments.com""></a><br><a href=""http://www.myhotcomments.com/graphics/2905""></a> <br clear=""left"">"	Bad
Q2061	Q2061_C3	Funnies	Best assets	What do you think a woman or mans best assets are? and what are the best qualities of a partner in a relationship?	"I have a PHD... lol!!! <a href=""http://www.myhotcomments.com/""><img src=""http://lc.fdots.com/cc/lc/2e/2ed9c2cd5daf0a03c79c7e020c023fa7.gif"" border=""0"" alt=""MyHotComments.com""></a><br><a href=""http://www.myhotcomments.com/graphics/2905""></a> <br clear=""left"">"	Bad
Q2064	Q2064_C2	Education	Arabic learning class from Fanar	Dear, Have you attended arabic learnig class in FANAR. Comments will be greatly appreciated...	The new session will be start in 1 or 2 weeks.. bring your ID copy, passport copy, 3 photos.. 3 month course fee is 300-QR. classes for males are from 8am to 10am classes for females are from 9am to 11am.. Thanks	Good
Q2070	Q2070_C1	Family Life in Qatar	advice pls	Im a qp employee and family status, if gods will i will be there in sunday...my question is im a grade 6 and basic salary of 5000qr (housing allow, transpo allow, not included) can i bring my family in qatar?	Yes you can. Your total salary should be around QAR 8,250. You can bring your family.	Good
Q2070	Q2070_C2	Family Life in Qatar	advice pls	Im a qp employee and family status, if gods will i will be there in sunday...my question is im a grade 6 and basic salary of 5000qr (housing allow, transpo allow, not included) can i bring my family in qatar?	Yes Pare,u can bring ur family.and which location they allotted for U,means Dukhan,Raslafan or Mesaieed?. Welcome to QP!	Good
Q2070	Q2070_C3	Family Life in Qatar	advice pls	Im a qp employee and family status, if gods will i will be there in sunday...my question is im a grade 6 and basic salary of 5000qr (housing allow, transpo allow, not included) can i bring my family in qatar?	why not?! w/ that 5k basic + allowances - u can surely manage to live here! Enjoy ur stay and ur new work at QP =)	Good
Q2070	Q2070_C5	Family Life in Qatar	advice pls	Im a qp employee and family status, if gods will i will be there in sunday...my question is im a grade 6 and basic salary of 5000qr (housing allow, transpo allow, not included) can i bring my family in qatar?	No way - Dont every try - It's best to remain single here then bring in your family it will cause you more pain you could ever think about	Good
Q2072	Q2072_C1	Cars	Raha Auto Assistance	Does anyone know if Raha the Car Breakdown Company is still going? I have been trying to phone them all day and the numbers I have are all engaged. Have they gone bust?	I saw one of their trucks last week, so they are still going. Did you ring the NEW number? 552 3076 for English, 552 8419 for Arabic	Good
Q2074	Q2074_C1	Sightseeing and Tourist attractions	can i travel to Saudi arabia for umrah by road by my car which i have taken from CBQ on car loan	can i travel to Saudi arabia for umrah by road by my car which i have taken from CBQ on car loan. please advise	Yes, you can travel all you have to do is to request your bank to give you release mortgage of the car temporary to travel Saudi Arabia. pray for all of us.	Good
Q2074	Q2074_C2	Sightseeing and Tourist attractions	can i travel to Saudi arabia for umrah by road by my car which i have taken from CBQ on car loan	can i travel to Saudi arabia for umrah by road by my car which i have taken from CBQ on car loan. please advise	salam bro, yeah Abdi is right! u can indeed travel by your car even if its on loan. all you have to do is tell your bank to issue a no objection letter or something similar. takecare	Good
Q2087	Q2087_C1	Language	Arabic Lesson	I want to study arabic language, is there anybody who can tell me where can I have this lesson?	If you want general knowledge of Arabic language you can check my daily Arabic postings: http://www.qatarliving.com/node/2190337 http://www.qatarliving.com/forum/54 but if you want a professional course you can go to fanar and register there for Arabic course	Good
Q2087	Q2087_C2	Language	Arabic Lesson	I want to study arabic language, is there anybody who can tell me where can I have this lesson?	pioneer education, qatar tel: 443687ZZ	Good
Q2090	Q2090_C3	Qatar Living Lounge	Ricks	so is the restaurant Rick's open yet? anyone know why it was closed/?? Same questions about Turkey Central on AlMarghb street ok- one more!! if Rick's IS open now- can anyone give driving directions to get there from Abu Hamour areas??? thanks, all!	"Come straight down C Ring till it hits the Corniche at the bridge construction. Turn left. Ric's is on left side in Giant car park. <a href=""http://www.flickr.com/photos/b_2_d/3262305312/"" title=""Monotone MIA by baldrick2dogs, on Flickr""><img src=""http://farm4.static.flickr.com/3389/3262305312_f781590578_m.jpg"" width=""240"" height=""97"" alt=""Monotone MIA"" /></a>"	Good
Q2091	Q2091_C1	Family Life in Qatar	XBOX Live	Can anyone let me know if XBOX Live is available in Qatar and whether you can play with UK kids online.	yes but you have to make an account on the pc and choose the correct country, for me i 'm using france as country. second thing you have to open the nat port on qtel router.	Good
Q2091	Q2091_C3	Family Life in Qatar	XBOX Live	Can anyone let me know if XBOX Live is available in Qatar and whether you can play with UK kids online.	Yes, as above. Or set up a vpn.	Good
Q2091	Q2091_C4	Family Life in Qatar	XBOX Live	Can anyone let me know if XBOX Live is available in Qatar and whether you can play with UK kids online.	you don't need any of the above I setup my account in canada and it works fine here.	Good
Q2105	Q2105_C1	Doha Shopping	Where i can get Pakistani/Indian stuff	hi all, i am looking for a good shop or place from where i can get all Pakistani and Indian stuff. So looking forward for your suggestions...	Lulu	Good
Q2108	Q2108_C1	Language	English Transliteration of Arabic	Hi all, Can you suggest a website which will do Arabic to English Transliteration. I mean to insert Arabic text and get Transliterated to English Text with arabic pronunciations.	I know the site from which you can have English to Arabic transliteration but I haven't seen it the other way round.	Good
Q2108	Q2108_C2	Language	English Transliteration of Arabic	Hi all, Can you suggest a website which will do Arabic to English Transliteration. I mean to insert Arabic text and get Transliterated to English Text with arabic pronunciations.	google can do that but without the pronounciation http://www.google.com/language_tools?hl=en good luck!	Good
Q2108	Q2108_C4	Language	English Transliteration of Arabic	Hi all, Can you suggest a website which will do Arabic to English Transliteration. I mean to insert Arabic text and get Transliterated to English Text with arabic pronunciations.	how about this one http://www4.ncsu.edu/~yahussai/A_E/ ?	Good
Q2108	Q2108_C5	Language	English Transliteration of Arabic	Hi all, Can you suggest a website which will do Arabic to English Transliteration. I mean to insert Arabic text and get Transliterated to English Text with arabic pronunciations.	check google translation	Good
Q2114	Q2114_C2	Qatar Living Lounge	GPS of IPHONE 3GS	hello everybody, i just want to ask something about iphone 3gs...does the gps working properly here in doha qatar?? theres any problem about iphone 3gs GPS?? im waiting for your response thanks guyzzz	try this app. Sygic.. Google it.. or youtube it..	Bad
Q2114	Q2114_C4	Qatar Living Lounge	GPS of IPHONE 3GS	hello everybody, i just want to ask something about iphone 3gs...does the gps working properly here in doha qatar?? theres any problem about iphone 3gs GPS?? im waiting for your response thanks guyzzz	Does any cne know about shary qtel cost of ramadan offers?	Bad
Q2114	Q2114_C7	Qatar Living Lounge	GPS of IPHONE 3GS	hello everybody, i just want to ask something about iphone 3gs...does the gps working properly here in doha qatar?? theres any problem about iphone 3gs GPS?? im waiting for your response thanks guyzzz	My experience is excellent using Cygic and Google Maps and the built in Maps app preloaded into the iphone. Tried it and tested it to work perfectly with Cygic you don't need the internet connection. to pre register from my 1st hand experience.	Good
Q2114	Q2114_C8	Qatar Living Lounge	GPS of IPHONE 3GS	hello everybody, i just want to ask something about iphone 3gs...does the gps working properly here in doha qatar?? theres any problem about iphone 3gs GPS?? im waiting for your response thanks guyzzz	"Yup i think it would work fine anywhere, even in the loo. But it won't be able to determine the exact precise location of yours, maybe within a few 100 metres would do. ""Everything is okay in the end, if it's not ok, then it's not the end."" ""When one door closes, another opens; but we often look so long and so regretfully upon the closed door that we do not see the one that has opened for us."""	Good
Q2114	Q2114_C9	Qatar Living Lounge	GPS of IPHONE 3GS	hello everybody, i just want to ask something about iphone 3gs...does the gps working properly here in doha qatar?? theres any problem about iphone 3gs GPS?? im waiting for your response thanks guyzzz	"I found out a great solution..alternative to Tom Tom and Garmin ..workz with charm in my iphone 3g much beter and with routing and turn by turn voice help..much much better than Garmin..Checkout my post on the Forum topic in Section ""Advice and Help"".."	Good
Q2119	Q2119_C1	Qatar Living Lounge	Sponsorshiip Transfer	How may years does one need to continue with his first sponsor in Qatar before sponsorship can be transferred? The current sponsor provides NOC. Is the criteria 1 year or 2 years. Pls advise.Thanks	one year is enough for NAQL KAFALA (sponsorship change)	Good
Q2119	Q2119_C2	Qatar Living Lounge	Sponsorshiip Transfer	How may years does one need to continue with his first sponsor in Qatar before sponsorship can be transferred? The current sponsor provides NOC. Is the criteria 1 year or 2 years. Pls advise.Thanks	Sponshorship change doesn't matter if its 1 or 2 years. Coz if your current sponsor/employer won't give you an NOC (No Objection Certification), you can't change sponsorship...UNLESS it'll a transfer to a family/husband/wife visa.	Good
Q2119	Q2119_C5	Qatar Living Lounge	Sponsorshiip Transfer	How may years does one need to continue with his first sponsor in Qatar before sponsorship can be transferred? The current sponsor provides NOC. Is the criteria 1 year or 2 years. Pls advise.Thanks	Its great that you have NOC. You can transfer your sponsorship after one year.	Good
Q2119	Q2119_C6	Qatar Living Lounge	Sponsorshiip Transfer	How may years does one need to continue with his first sponsor in Qatar before sponsorship can be transferred? The current sponsor provides NOC. Is the criteria 1 year or 2 years. Pls advise.Thanks	normally it's 2 years. Could be 1, in certain circumstances and on the exceptional bases.	Good
Q2119	Q2119_C7	Qatar Living Lounge	Sponsorshiip Transfer	How may years does one need to continue with his first sponsor in Qatar before sponsorship can be transferred? The current sponsor provides NOC. Is the criteria 1 year or 2 years. Pls advise.Thanks	The rule is you have to have been with your first sponsor for 2 yrs before you can transfer to another and that too only if you get an NOC. If the employer for some reason does give u an NOC before the 2 yr period is over you still cannot trf your sponsor to a new guy cuz the immigration will not accept. so for such cases you will be working as a 'borrowed' employee till you complete the 2 yrs. we just faced this situ in our office	Good
Q2119	Q2119_C8	Qatar Living Lounge	Sponsorshiip Transfer	How may years does one need to continue with his first sponsor in Qatar before sponsorship can be transferred? The current sponsor provides NOC. Is the criteria 1 year or 2 years. Pls advise.Thanks	Tinker...I changed my sponsorship from my first sponsor right after one year. There were no special circumstances involved, so I suppose, its one year. Two years ban is mostly for those whose visa has been cancelled.	Good
Q2120	Q2120_C1	Electronics	Anybody knows who/where to make a wooden speaker box??	I need a carpenter who can make a nice wooden subwoofer/speaker box for my car audio system in a reasonable price. If there's anyone know who or where to find, please let me know.. I need it asap, thanks!	you can check in souq Najma they make it	Good
Q2120	Q2120_C2	Electronics	Anybody knows who/where to make a wooden speaker box??	I need a carpenter who can make a nice wooden subwoofer/speaker box for my car audio system in a reasonable price. If there's anyone know who or where to find, please let me know.. I need it asap, thanks!	<b>You</b> will need a jigsaw, glue, wood, nails, some paint, and a plan depending on the frequency range you want to hear and the power you want to transmit.	Bad
